

SWITCH s1

 cookie=0x0, duration=315.355s, table=0, n_packets=46, n_bytes=2760, priority=65535,dl_dst=01:80:c2:00:00:0e,dl_type=0x88cc actions=CONTROLLER:65535
 cookie=0x0, duration=302.048s, table=0, n_packets=195, n_bytes=8190, priority=10,arp,dl_src=00:00:00:00:00:65,dl_dst=00:00:00:00:00:01 actions=output:"s1-eth1"
 cookie=0x0, duration=300.767s, table=0, n_packets=193, n_bytes=8106, priority=10,arp,dl_src=00:00:00:00:00:66,dl_dst=00:00:00:00:00:02 actions=output:"s1-eth2"
 cookie=0x0, duration=299.047s, table=0, n_packets=189, n_bytes=7938, priority=10,arp,dl_src=00:00:00:00:00:67,dl_dst=00:00:00:00:00:03 actions=output:"s1-eth3"
 cookie=0x0, duration=297.466s, table=0, n_packets=185, n_bytes=7770, priority=10,arp,dl_src=00:00:00:00:00:68,dl_dst=00:00:00:00:00:04 actions=output:"s1-eth4"
 cookie=0x0, duration=296.412s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:01,dl_dst=00:00:00:00:00:65 actions=output:"s1-eth101"
 cookie=0x0, duration=295.823s, table=0, n_packets=359, n_bytes=15078, priority=10,arp,dl_src=00:00:00:00:00:69,dl_dst=00:00:00:00:00:05 actions=output:"s1-eth5"
 cookie=0x0, duration=295.256s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:02,dl_dst=00:00:00:00:00:66 actions=output:"s1-eth101"
 cookie=0x0, duration=294.304s, table=0, n_packets=179, n_bytes=7518, priority=10,arp,dl_src=00:00:00:00:00:6a,dl_dst=00:00:00:00:00:06 actions=output:"s1-eth6"
 cookie=0x0, duration=293.649s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:03,dl_dst=00:00:00:00:00:67 actions=output:"s1-eth101"
 cookie=0x0, duration=292.930s, table=0, n_packets=175, n_bytes=7350, priority=10,arp,dl_src=00:00:00:00:00:6b,dl_dst=00:00:00:00:00:07 actions=output:"s1-eth7"
 cookie=0x0, duration=292.101s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:04,dl_dst=00:00:00:00:00:68 actions=output:"s1-eth101"
 cookie=0x0, duration=291.459s, table=0, n_packets=173, n_bytes=7266, priority=10,arp,dl_src=00:00:00:00:00:6c,dl_dst=00:00:00:00:00:08 actions=output:"s1-eth8"
 cookie=0x0, duration=290.184s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:05,dl_dst=00:00:00:00:00:69 actions=output:"s1-eth101"
 cookie=0x0, duration=289.880s, table=0, n_packets=169, n_bytes=7098, priority=10,arp,dl_src=00:00:00:00:00:6d,dl_dst=00:00:00:00:00:09 actions=output:"s1-eth9"
 cookie=0x0, duration=288.404s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:06,dl_dst=00:00:00:00:00:6a actions=output:"s1-eth101"
 cookie=0x0, duration=288.037s, table=0, n_packets=331, n_bytes=13902, priority=10,arp,dl_src=00:00:00:00:00:6e,dl_dst=00:00:00:00:00:0a actions=output:"s1-eth10"
 cookie=0x0, duration=287.145s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:07,dl_dst=00:00:00:00:00:6b actions=output:"s1-eth101"
 cookie=0x0, duration=285.785s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:08,dl_dst=00:00:00:00:00:6c actions=output:"s1-eth101"
 cookie=0x0, duration=285.751s, table=0, n_packets=323, n_bytes=13566, priority=10,arp,dl_src=00:00:00:00:00:6f,dl_dst=00:00:00:00:00:0b actions=output:"s1-eth11"
 cookie=0x0, duration=283.586s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:09,dl_dst=00:00:00:00:00:6d actions=output:"s1-eth101"
 cookie=0x0, duration=282.699s, table=0, n_packets=317, n_bytes=13314, priority=10,arp,dl_src=00:00:00:00:00:70,dl_dst=00:00:00:00:00:0c actions=output:"s1-eth12"
 cookie=0x0, duration=282.468s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:0a,dl_dst=00:00:00:00:00:6e actions=output:"s1-eth101"
 cookie=0x0, duration=280.079s, table=0, n_packets=311, n_bytes=13062, priority=10,arp,dl_src=00:00:00:00:00:71,dl_dst=00:00:00:00:00:0d actions=output:"s1-eth13"
 cookie=0x0, duration=279.719s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:0b,dl_dst=00:00:00:00:00:6f actions=output:"s1-eth101"
 cookie=0x0, duration=276.959s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:0c,dl_dst=00:00:00:00:00:70 actions=output:"s1-eth101"
 cookie=0x0, duration=276.929s, table=0, n_packets=453, n_bytes=19026, priority=10,arp,dl_src=00:00:00:00:00:72,dl_dst=00:00:00:00:00:0e actions=output:"s1-eth14"
 cookie=0x0, duration=273.970s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:0d,dl_dst=00:00:00:00:00:71 actions=output:"s1-eth101"
 cookie=0x0, duration=273.419s, table=0, n_packets=443, n_bytes=18606, priority=10,arp,dl_src=00:00:00:00:00:73,dl_dst=00:00:00:00:00:0f actions=output:"s1-eth15"
 cookie=0x0, duration=270.750s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:0e,dl_dst=00:00:00:00:00:72 actions=output:"s1-eth101"
 cookie=0x0, duration=270.151s, table=0, n_packets=289, n_bytes=12138, priority=10,arp,dl_src=00:00:00:00:00:74,dl_dst=00:00:00:00:00:10 actions=output:"s1-eth16"
 cookie=0x0, duration=267.562s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:0f,dl_dst=00:00:00:00:00:73 actions=output:"s1-eth101"
 cookie=0x0, duration=266.142s, table=0, n_packets=422, n_bytes=17724, priority=10,arp,dl_src=00:00:00:00:00:75,dl_dst=00:00:00:00:00:11 actions=output:"s1-eth17"
 cookie=0x0, duration=264.171s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:10,dl_dst=00:00:00:00:00:74 actions=output:"s1-eth101"
 cookie=0x0, duration=263.423s, table=0, n_packets=411, n_bytes=17262, priority=10,arp,dl_src=00:00:00:00:00:76,dl_dst=00:00:00:00:00:12 actions=output:"s1-eth18"
 cookie=0x0, duration=260.430s, table=0, n_packets=269, n_bytes=11298, priority=10,arp,dl_src=00:00:00:00:00:77,dl_dst=00:00:00:00:00:13 actions=output:"s1-eth19"
 cookie=0x0, duration=260.039s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:11,dl_dst=00:00:00:00:00:75 actions=output:"s1-eth101"
 cookie=0x0, duration=257.302s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:12,dl_dst=00:00:00:00:00:76 actions=output:"s1-eth101"
 cookie=0x0, duration=256.377s, table=0, n_packets=394, n_bytes=16548, priority=10,arp,dl_src=00:00:00:00:00:78,dl_dst=00:00:00:00:00:14 actions=output:"s1-eth20"
 cookie=0x0, duration=254.317s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:13,dl_dst=00:00:00:00:00:77 actions=output:"s1-eth101"
 cookie=0x0, duration=252.850s, table=0, n_packets=383, n_bytes=16086, priority=10,arp,dl_src=00:00:00:00:00:79,dl_dst=00:00:00:00:00:15 actions=output:"s1-eth21"
 cookie=0x0, duration=249.913s, table=0, n_packets=1, n_bytes=42, priority=10,arp,dl_src=00:00:00:00:00:14,dl_dst=00:00:00:00:00:78 actions=output:"s1-eth101"
 cookie=0x0, duration=248.630s, table=0, n_packets=372, n_bytes=15624, priority=10,arp,dl_src=00:00:00:00:00:7a,dl_dst=00:00:00:00:00:16 actions=output:"s1-eth22"
 cookie=0x0, duration=247.084s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:15,dl_dst=00:00:00:00:00:79 actions=output:"s1-eth101"
 cookie=0x0, duration=243.683s, table=0, n_packets=363, n_bytes=15246, priority=10,arp,dl_src=00:00:00:00:00:7b,dl_dst=00:00:00:00:00:17 actions=output:"s1-eth23"
 cookie=0x0, duration=242.160s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:16,dl_dst=00:00:00:00:00:7a actions=output:"s1-eth101"
 cookie=0x0, duration=238.530s, table=0, n_packets=354, n_bytes=14868, priority=10,arp,dl_src=00:00:00:00:00:7c,dl_dst=00:00:00:00:00:18 actions=output:"s1-eth24"
 cookie=0x0, duration=237.526s, table=0, n_packets=0, n_bytes=0, priority=10,arp,dl_src=00:00:00:00:00:17,dl_dst=00:00:00:00:00:7b actions=output:"s1-eth101"
 cookie=0x0, duration=234.669s, table=0, n_packets=344, n_bytes=14448, priority=10,arp,dl_src=00:00:00:00:00:7d,dl_dst=00:00:00:00:00:19 actions=output:"s1-eth25"
 cookie=0x0, duration=231.560s, table=0, n_packets=1, n_bytes=42, priority=10,arp,dl_src=00:00:00:00:00:18,dl_dst=00:00:00:00:00:7c actions=output:"s1-eth101"
 cookie=0x0, duration=229.577s, table=0, n_packets=334, n_bytes=14028, priority=10,arp,dl_src=00:00:00:00:00:7e,dl_dst=00:00:00:00:00:1a actions=output:"s1-eth26"
 cookie=0x0, duration=227.331s, table=0, n_packets=329, n_bytes=13818, priority=10,arp,dl_src=00:00:00:00:00:7f,dl_dst=00:00:00:00:00:1b actions=output:"s1-eth27"
 cookie=0x0, duration=227.184s, table=0, n_packets=1, n_bytes=42, priority=10,arp,dl_src=00:00:00:00:00:19,dl_dst=00:00:00:00:00:7d actions=output:"s1-eth101"
 cookie=0x0, duration=222.023s, table=0, n_packets=318, n_bytes=13356, priority=10,arp,dl_src=00:00:00:00:00:80,dl_dst=00:00:00:00:00:1c actions=output:"s1-eth28"
 cookie=0x0, duration=219.714s, table=0, n_packets=1, n_bytes=42, priority=10,arp,dl_src=00:00:00:00:00:1b,dl_dst=00:00:00:00:00:7f actions=output:"s1-eth101"
 cookie=0x0, duration=219.587s, table=0, n_packets=312, n_bytes=13104, priority=10,arp,dl_src=00:00:00:00:00:81,dl_dst=00:00:00:00:00:1d actions=output:"s1-eth29"
 cookie=0x0, duration=216.680s, table=0, n_packets=307, n_bytes=12894, priority=10,arp,dl_src=00:00:00:00:00:82,dl_dst=00:00:00:00:00:1e actions=output:"s1-eth30"
